line,name,code,lat,lng,행정동
분당선,선정릉,1850,37.51098,127.043593,논현2동
분당선,가천대,1851,37.448605,127.126697,수진동
분당선,태평,1852,37.440019,127.127709,수진동
분당선,모란,1853,37.43213,127.129087,성남동
분당선,야탑,1854,37.411185,127.128715,야탑동
분당선,서현,1855,37.385126,127.123592,서현동
분당선,수내,1856,37.378455,127.114322,수내동
분당선,정자,1857,37.36706,127.108105,정자동
분당선,미금,1858,37.350077,127.10891,금곡동
분당선,이매,1860,37.396104,127.12827,이매동
분당선,신갈,1864,37.286102,127.111313,구갈동
분당선,상갈,1866,37.26181,127.108847,상갈동
분당선,청명,1867,37.259489,127.078934,영통동
분당선,영통,1868,37.251568,127.071394,영통동
분당선,망포,1869,37.245795,127.057353,영통동
분당선,매탄권선,1870,37.252759,127.040566,신동
분당선,수원시청,1871,37.261911,127.030736,권선동
분당선,매교,1872,37.265481,127.015678,매교동
분당선,구성,1863,37.298969,127.105664,마북동
분당선,청량리,1845,37.580178,127.046835,전농1동
분당선,보정,1861,37.312752,127.108196,보정동
분당선,오리,1859,37.339824,127.108942,구미동
분당선,죽전,1862,37.324753,127.107395,죽전동
분당선,기흥,1865,37.275619,127.115936,구갈동
서해선,소사,4804,37.482753,126.79544,소사동
수인선,오이도,1800,37.362357,126.738714,정왕본동
수인선,달월,1878,37.379681,126.745177,월곶동
수인선,월곶,1879,37.391769,126.742699,월곶동
수인선,소래포구,1880,37.40095,126.733522,논현고잔동
수인선,인천논현,1881,37.400614,126.722478,논현2동
수인선,호구포,1882,37.401637,126.708627,논현2동
수인선,남동인더스파크,1883,37.407722,126.695216,논현2동
수인선,원인재,1884,37.412603,126.687389,연수2동
수인선,연수,1885,37.417804,126.67894,연수2동
수인선,송도,1886,37.428514,126.657772,옥련2동
수인선,인하대,1888,37.448493,126.649619,용현5동
수인선,숭의,1889,37.460789,126.638297,숭의1·3동
수인선,인천,1891,37.476691,126.616936,북성동
수인선,신포,1890,37.46874,126.623853,신포동
신분당선,동천,4314,37.337928,127.102976,동천동
신분당선,수지구청,4315,37.322702,127.095026,풍덕천동
신분당선,성복,4316,37.313335,127.0801,성복동
신분당선,상현,4317,37.297664,127.069342,상현동
신분당선,광교중앙,4318,37.288617,127.051478,이의동
신분당선,정자,4312,37.36706,127.108105,정자동
신분당선,미금,4313,37.350077,127.10891,구미동
신분당선,양재시민의숲,4309,37.470023,127.03842,양재2동
신분당선,판교,4311,37.394761,127.111217,백현동
신분당선,광교,4319,37.30211,127.044483,이의동
신분당선,강남,4307,37.497175,127.027926,역삼1동
신분당선,양재,4308,37.484147,127.034631,양재1동
신분당선,청계산입구,4310,37.447211,127.055664,양재2동
용인경전철,강남대,4502,37.270161,127.126033,구갈동
용인경전철,지석,4503,37.269606,127.136515,구갈동
용인경전철,어정,4504,37.274917,127.143714,구갈동
용인경전철,동백,4505,37.269043,127.152716,중동
용인경전철,초당,4506,37.260752,127.159443,중동
용인경전철,시청.용인대,4509,37.239151,127.178406,역북동
용인경전철,명지대,4510,37.237964,127.190294,역북동
용인경전철,김량장,4511,37.237247,127.198781,역북동
용인경전철,운동장.송담대,4512,37.237845,127.209198,김량장동
용인경전철,고진,4513,37.24484,127.214251,유방동
용인경전철,보평,4514,37.258965,127.218457,고림동
용인경전철,둔전,4515,37.267051,127.21364,포곡읍
용인경전철,삼가,4508,37.242115,127.168075,삼가동
용인경전철,전대.에버랜드,4517,37.285342,127.219561,포곡읍
용인경전철,기흥,4501,37.275619,127.115936,구갈동
우이신설경전철,북한산우이,4701,37.663146,127.012789,방학3동
우이신설경전철,솔밭공원,4702,37.656088,127.013252,쌍문1동
우이신설경전철,419민주묘지,4703,37.649593,127.013746,수유2동
우이신설경전철,가오리,4704,37.641701,127.016792,수유2동
우이신설경전철,삼양사거리,4707,37.621512,127.02048,송천동
우이신설경전철,솔샘,4708,37.62124,127.013528,삼양동
우이신설경전철,북한산보국문,4709,37.612343,127.008009,정릉4동
우이신설경전철,정릉,4710,37.602798,127.01349,정릉1동
우이신설경전철,성신여대입구,4711,37.592624,127.016403,동선동
우이신설경전철,보문,4712,37.585286,127.019381,보문동
우이신설경전철,신설동,4713,37.575297,127.025087,용신동
우이신설경전철,화계,4705,37.634802,127.017519,인수동
우이신설경전철,삼양,4706,37.627165,127.018152,삼양동
의정부경전철,동오,4608,37.745271,127.056947,신곡동
의정부경전철,새말,4609,37.748885,127.06362,용현동
의정부경전철,경기도청북부청사,4610,37.75059,127.071495,용현동
의정부경전철,효자,4611,37.754025,127.076902,용현동
의정부경전철,회룡,4602,37.724846,127.046895,호원2동
의정부경전철,범골,4603,37.728755,127.04353,호원2동
의정부경전철,경전철의정부,4604,37.737202,127.043257,의정부2동
의정부경전철,의정부시청,4605,37.739256,127.034781,의정부2동
의정부경전철,흥선,4606,37.743302,127.037023,의정부2동
의정부경전철,의정부중앙,4607,37.743676,127.049565,의정부동
의정부경전철,곤제,4612,37.750471,127.083715,용현동
의정부경전철,어룡,4613,37.742802,127.085035,용현동
의정부경전철,발곡,4601,37.727048,127.052803,신곡동
의정부경전철,송산,4614,37.737279,127.087159,용현동
의정부경전철,탑석,4615,37.733579,127.088704,용현동
인천2호선,검단사거리,3203,37.60185,126.657108,오류왕길동
인천2호선,인천대공원,3226,37.448769,126.752618,장수서창동
인천2호선,마전,3204,37.597566,126.666998,당하동
인천2호선,독정,3206,37.585212,126.675844,당하동
인천2호선,검바위,3208,37.561405,126.677566,검암경서동
인천2호선,서구청,3210,37.543742,126.676787,연희동
인천2호선,가정,3211,37.524649,126.675539,가정2동
인천2호선,인천가좌,3215,37.4897,126.675208,가좌1동
인천2호선,가재울,3216,37.484192,126.683673,가좌4동
인천2호선,주안국가산단,3217,37.473703,126.68113,주안5동
인천2호선,인천시청,3221,37.457405,126.702221,간석1동
인천2호선,석천사거리,3222,37.456805,126.709986,구월2동
인천2호선,모래내시장,3223,37.45583,126.719298,구월2동
인천2호선,만수,3224,37.454911,126.732094,만수1동
인천2호선,운연,3227,37.440127,126.75997,장수서창동
인천2호선,검암,3207,37.569104,126.673728,검암경서동
인천2호선,가정중앙시장,3212,37.517054,126.676672,가정1동
인천2호선,석남,3213,37.506193,126.676203,석남1동
인천2호선,서부여성회관,3214,37.506193,126.676203,석남1동
인천2호선,주안,3218,37.464941,126.679923,주안1동
인천2호선,시민공원,3219,37.458335,126.681192,주안4동
인천2호선,석바위시장,3220,37.457611,126.692575,주안6동
인천2호선,왕길,3202,37.59518,126.642696,오류왕길동
인천2호선,완정,3205,37.592928,126.673203,당하동
인천2호선,남동구청,3225,37.448161,126.736939,만수1동
인천2호선,아시아드경기장,3209,37.5517,126.677122,연희동
인천2호선,검단오류,3201,37.594877,126.627178,오류왕길동
인천선,계양,3110,37.571462,126.735637,계양1동
인천선,귤현,3111,37.566379,126.742654,계양3동
인천선,박촌,3112,37.553703,126.745077,계양1동
인천선,임학,3113,37.545059,126.738665,계양2동
인천선,계산,3114,37.543238,126.728128,계산2동
인천선,경인교대입구,3115,37.538157,126.722597,계산1동
인천선,작전,3116,37.530415,126.722527,작전2동
인천선,갈산,3117,37.517268,126.721514,청천2동
인천선,부평구청,3118,37.508336,126.720548,청천2동
인천선,부평시장,3119,37.498383,126.722244,부평동
인천선,부평,3120,37.489493,126.724805,부평동
인천선,동수,3121,37.485312,126.718247,부평동
인천선,부평삼거리,3122,37.477679,126.710208,부평동
인천선,인천시청,3124,37.457405,126.702221,간석1동
인천선,예술회관,3125,37.449396,126.701012,구월1동
인천선,인천터미널,3126,37.442383,126.699706,관교동
인천선,문학경기장,3127,37.434935,126.698579,선학동
인천선,선학,3128,37.426684,126.698863,선학동
인천선,신연수,3129,37.41804,126.693863,연수3동
인천선,원인재,3130,37.412603,126.687389,연수2동
인천선,동춘,3131,37.404737,126.681015,동춘3동
인천선,동막,3132,37.397878,126.674005,동춘2동
인천선,캠퍼스타운,3133,37.387855,126.661673,송도1동

인천선,테크노파크,3134,37.382268,126.656365,송도1동
인천선,지식정보단지,3135,37.378384,126.645168,송도1동
인천선,인천대입구,3136,37.386007,126.639484,송도4동
인천선,센트럴파크,3137,37.393054,126.634729,송도2동
인천선,국제업무지구,3138,37.399907,126.630347,송도4동
인천선,간석오거리,3123,37.467048,126.707938,간석4동
